trade_no,side,entry_time,exit_time,entry_price,exit_price,quantity,exit_reason,gross_pnl,fee_usd,net_pnl
134,LONG,2025-11-05 17:00:00+00:00,2025-11-06 16:00:00+00:00,3980.43,3972.5,0.5024582771208136,REVERSE_SIGNAL,-3.9844941375679697,1.3986054270518513,-5.383099564619821
135,SHORT,2025-11-06 16:00:00+00:00,2025-11-10 00:00:00+00:00,3972.5,4003.24,0.5034612964128382,REVERSE_SIGNAL,-15.476400251730537,1.4054167400881057,-16.881816991818642
136,LONG,2025-11-10 00:00:00+00:00,2025-11-11 16:00:00+00:00,4003.24,4093.66,0.4995953277844946,REVERSE_SIGNAL,45.173409538274036,1.415810693338396,43.75759884493564
137,SHORT,2025-11-11 16:00:00+00:00,2025-11-12 16:00:00+00:00,4093.66,4169.39,0.4885603591895761,REVERSE_SIGNAL,-36.99867600142683,1.4129495366004994,-38.41162553802733
138,LONG,2025-11-12 16:00:00+00:00,2025-11-13 19:00:00+00:00,4169.39,4143.78,0.47968647691868593,REVERSE_SIGNAL,-12.284770673887826,1.3957003302641393,-13.680471004151965
139,SHORT,2025-11-13 19:00:00+00:00,2025-11-16 03:00:00+00:00,4143.78,4106.27,0.48265110599500943,REVERSE_SIGNAL,18.10424298587247,1.3936635149549446,16.710579470917526
140,LONG,2025-11-16 03:00:00+00:00,2025-11-17 01:00:00+00:00,4106.27,4076.72,0.4870600325843161,REVERSE_SIGNAL,-14.392623962866852,1.3949625816129967,-15.787586544479849
141,SHORT,2025-11-17 01:00:00+00:00,2025-11-18 18:00:00+00:00,4076.72,4061.8,0.49059047469534334,REVERSE_SIGNAL,7.319609882454335,1.3974381365411408,5.922171745913195
142,LONG,2025-11-18 18:00:00+00:00,2025-11-19 20:00:00+00:00,4061.8,4062.6,0.4923925353291644,REVERSE_SIGNAL,0.39391402826319716,1.400137869909892,-1.0062238416466949
143,SHORT,2025-11-19 20:00:00+00:00,2025-11-21 17:00:00+00:00,4062.6,4097.44,0.49229557426278736,REVERSE_SIGNAL,-17.15157780731536,1.4060030522325604,-18.55758085954792
144,LONG,2025-11-21 17:00:00+00:00,2025-11-23 15:00:00+00:00,4097.44,4041.01,0.4881096489515405,REVERSE_SIGNAL,-27.54402749033513,1.3903595903783827,-28.934387080713513
