trade_id,symbol,timeframe,side,entry_time,exit_time,entry,exit,size,close_pct,remaining_size,is_partial,entry_h1_signal,exit_h1_signal,extreme,trail_stop,gross,fee,net,result
43,ARB,M15+H1,SHORT,2026-04-03 00:15,2026-04-03 05:30,0.0908,0.0934,1000.0,100.0,0.0,NO,SHORT,,0.0906,0.093318,-28.6344,0.7242,-29.3586,TRAIL
44,ARB,M15+H1,LONG,2026-04-07 20:00,2026-04-08 12:15,0.0973,0.1012,1000.0,100.0,0.0,NO,LONG,LONG,0.1045,0.101365,40.0822,0.7283,39.3539,TRAIL
45,ARB,M15+H1,SHORT,2026-04-14 16:00,2026-04-15 02:45,0.1102,0.1124,1000.0,100.0,0.0,NO,SHORT,,0.1091,0.112373,-19.9637,0.7211,-20.6848,TRAIL
46,ARB,M15+H1,LONG,2026-04-17 18:30,2026-04-18 09:00,0.1329,0.1301,1000.0,100.0,0.0,NO,LONG,LONG,0.1343,0.130271,-21.0685,0.7065,-21.775,TRAIL
47,ARB,M15+H1,SHORT,2026-04-21 13:00,2026-04-22 02:15,0.1251,0.1263,1000.0,100.0,0.0,NO,SHORT,SHORT,0.1226,0.126278,-9.5923,0.7174,-10.3098,TRAIL
48,ARB,M15+H1,LONG,2026-04-24 19:45,2026-04-25 16:30,0.1295,0.1287,1000.0,100.0,0.0,NO,LONG,LONG,0.133,0.12901,-6.1776,0.7118,-6.8894,TRAIL
49,ARB,M15+H1,SHORT,2026-04-28 02:00,2026-04-29 04:30,0.1257,0.127,1000.0,100.0,0.0,NO,SHORT,SHORT,0.1229,0.126587,-10.3421,0.7177,-11.0598,TRAIL
50,ARB,M15+H1,LONG,2026-05-06 19:30,2026-05-07 00:30,0.1239,0.1262,1000.0,100.0,0.0,NO,LONG,LONG,0.1302,0.126294,18.5634,0.7206,17.8427,TRAIL
51,ARB,M15+H1,SHORT,2026-05-13 15:00,2026-05-14 14:45,0.1329,0.1334,1000.0,100.0,0.0,NO,SHORT,SHORT,0.1283,0.132149,-3.7622,0.7153,-4.4776,TRAIL
52,ARB,M15+H1,LONG,2026-05-27 00:00,2026-05-27 04:30,0.1094,0.107,1000.0,100.0,0.0,NO,LONG,,0.1104,0.107088,-21.9378,0.7062,-22.644,TRAIL
53,ARB,M15+H1,SHORT,2026-05-29 14:30,2026-05-29 15:00,0.1007,0.1037,1000.0,100.0,0.0,NO,SHORT,SHORT,0.1006,0.103618,-29.7915,0.7246,-30.5161,TRAIL
