trade_no,side,entry_time,exit_time,entry_price,exit_price,quantity,exit_reason,votes_for,votes_total,gross_pnl,fee_usd,net_pnl
163,SHORT,2026-01-02 15:00:00+00:00,2026-01-03 09:00:00+00:00,4369.14,4364.33,0.457756,REVERSE_SIGNAL,2,3,2.2018,1.3992,0.8026
164,LONG,2026-01-03 09:00:00+00:00,2026-01-07 06:00:00+00:00,4364.33,4465.96,0.45826,REVERSE_SIGNAL,2,3,46.573,1.4163,45.1567
165,SHORT,2026-01-07 06:00:00+00:00,2026-01-08 17:00:00+00:00,4465.96,4470.02,0.447832,REVERSE_SIGNAL,3,3,-1.8182,1.4006,-3.2188
166,LONG,2026-01-08 17:00:00+00:00,2026-01-11 14:00:00+00:00,4470.02,4510.93,0.447425,REVERSE_SIGNAL,3,3,18.3042,1.4064,16.8978
167,SHORT,2026-01-11 14:00:00+00:00,2026-01-12 00:00:00+00:00,4510.93,4542.95,0.443368,REVERSE_SIGNAL,2,3,-14.1966,1.405,-15.6016
168,LONG,2026-01-12 00:00:00+00:00,2026-01-15 04:00:00+00:00,4542.95,4600.34,0.440243,REVERSE_SIGNAL,3,3,25.2655,1.4088,23.8567
169,SHORT,2026-01-15 04:00:00+00:00,2026-01-18 07:00:00+00:00,4600.34,4619.42,0.43475,REVERSE_SIGNAL,3,3,-8.295,1.4029,-9.6979
170,LONG,2026-01-18 07:00:00+00:00,2026-01-21 20:00:00+00:00,4619.42,4806.1,0.432955,REVERSE_SIGNAL,3,3,80.824,1.4283,79.3957
171,SHORT,2026-01-21 20:00:00+00:00,2026-01-22 18:00:00+00:00,4806.1,4919.06,0.416138,REVERSE_SIGNAL,2,3,-47.0069,1.4165,-48.4234
172,LONG,2026-01-22 18:00:00+00:00,2026-01-26 22:00:00+00:00,4919.06,5024.11,0.406582,REVERSE_SIGNAL,3,3,42.7114,1.4149,41.2965
173,SHORT,2026-01-26 22:00:00+00:00,2026-01-27 21:00:00+00:00,5024.11,5192.39,0.39808,REVERSE_SIGNAL,3,3,-66.989,1.4234,-68.4124
174,LONG,2026-01-27 21:00:00+00:00,2026-01-29 16:00:00+00:00,5192.39,5257.26,0.385179,REVERSE_SIGNAL,3,3,24.9866,1.4087,23.5778
175,SHORT,2026-01-29 16:00:00+00:00,2026-02-02 13:00:00+00:00,5257.26,4821.22,0.380426,REVERSE_SIGNAL,3,3,165.8811,1.3419,164.5391
176,LONG,2026-02-02 13:00:00+00:00,2026-02-04 16:00:00+00:00,4821.22,4938.54,0.414833,REVERSE_SIGNAL,2,3,48.6682,1.417,47.2511
177,SHORT,2026-02-04 16:00:00+00:00,2026-02-06 06:00:00+00:00,4938.54,4897.69,0.404978,REVERSE_SIGNAL,3,3,16.5434,1.3942,15.1491
178,LONG,2026-02-06 06:00:00+00:00,2026-02-09 02:00:00+00:00,4897.69,4986.09,0.408356,REVERSE_SIGNAL,2,3,36.0987,1.4126,34.686
179,SHORT,2026-02-09 02:00:00+00:00,2026-02-09 17:00:00+00:00,4986.09,5083.01,0.401116,REVERSE_SIGNAL,2,3,-38.8762,1.4136,-40.2898
180,LONG,2026-02-09 17:00:00+00:00,2026-02-12 17:00:00+00:00,5083.01,4962.64,0.393468,REVERSE_SIGNAL,3,3,-47.3617,1.3834,-48.7451
181,SHORT,2026-02-12 17:00:00+00:00,2026-02-13 18:00:00+00:00,4962.64,5025.5,0.403011,REVERSE_SIGNAL,3,3,-25.3333,1.4089,-26.7422
182,LONG,2026-02-13 18:00:00+00:00,2026-02-16 00:00:00+00:00,5025.5,5022.0,0.39797,REVERSE_SIGNAL,3,3,-1.3929,1.3995,-2.7924
183,SHORT,2026-02-16 00:00:00+00:00,2026-02-18 14:00:00+00:00,5022.0,4956.39,0.398248,REVERSE_SIGNAL,3,3,26.129,1.3909,24.7382
184,LONG,2026-02-18 14:00:00+00:00,2026-02-22 04:00:00+00:00,4956.39,5121.37,0.403519,REVERSE_SIGNAL,3,3,66.5726,1.4233,65.1493
185,SHORT,2026-02-22 04:00:00+00:00,2026-02-22 15:00:00+00:00,5121.37,5157.35,0.390521,REVERSE_SIGNAL,2,3,-14.0509,1.4049,-15.4558
186,LONG,2026-02-22 15:00:00+00:00,2026-02-24 02:00:00+00:00,5157.35,5193.32,0.387796,REVERSE_SIGNAL,3,3,13.949,1.4049,12.5441
187,SHORT,2026-02-24 02:00:00+00:00,2026-02-25 06:00:00+00:00,5193.32,5217.01,0.38511,REVERSE_SIGNAL,2,3,-9.1233,1.4032,-10.5265
188,LONG,2026-02-25 06:00:00+00:00,2026-02-28 21:00:00+00:00,5217.01,5360.37,0.383361,REVERSE_SIGNAL,3,3,54.9587,1.4192,53.5394
189,SHORT,2026-02-28 21:00:00+00:00,2026-03-02 00:00:00+00:00,5360.37,5429.65,0.373109,REVERSE_SIGNAL,2,3,-25.849,1.409,-27.258
190,LONG,2026-03-02 00:00:00+00:00,2026-03-02 15:00:00+00:00,5429.65,5349.74,0.368348,REVERSE_SIGNAL,3,3,-29.4347,1.3897,-30.8244
191,SHORT,2026-03-02 15:00:00+00:00,2026-03-06 19:00:00+00:00,5349.74,5169.98,0.37385,REVERSE_SIGNAL,2,3,67.2033,1.3765,65.8268
192,LONG,2026-03-06 19:00:00+00:00,2026-03-08 22:00:00+00:00,5169.98,5162.13,0.386849,REVERSE_SIGNAL,3,3,-3.0368,1.3989,-4.4357
193,SHORT,2026-03-08 22:00:00+00:00,2026-03-09 20:00:00+00:00,5162.13,5143.96,0.387437,REVERSE_SIGNAL,3,3,7.0397,1.3975,5.6422
194,LONG,2026-03-09 20:00:00+00:00,2026-03-11 23:00:00+00:00,5143.96,5142.2,0.388806,REVERSE_SIGNAL,2,3,-0.6843,1.3998,-2.0841
195,SHORT,2026-03-11 23:00:00+00:00,2026-03-15 23:00:00+00:00,5142.2,5022.33,0.388939,REVERSE_SIGNAL,3,3,46.6221,1.3837,45.2384
196,LONG,2026-03-15 23:00:00+00:00,2026-03-16 10:00:00+00:00,5022.33,4964.95,0.398222,REVERSE_SIGNAL,2,3,-22.85,1.392,-24.242
197,SHORT,2026-03-16 10:00:00+00:00,2026-03-20 04:00:00+00:00,4964.95,4728.19,0.402824,REVERSE_SIGNAL,3,3,95.3726,1.3666,94.0059
198,LONG,2026-03-20 04:00:00+00:00,2026-03-20 15:00:00+00:00,4728.19,4571.35,0.422995,REVERSE_SIGNAL,2,3,-66.3425,1.3768,-67.7193
199,SHORT,2026-03-20 15:00:00+00:00,2026-03-22 19:00:00+00:00,4571.35,4494.57,0.437508,REVERSE_SIGNAL,3,3,33.5918,1.3882,32.2036
200,LONG,2026-03-22 19:00:00+00:00,2026-03-23 01:00:00+00:00,4494.57,4363.27,0.444981,REVERSE_SIGNAL,2,3,-58.4261,1.3796,-59.8056
201,SHORT,2026-03-23 01:00:00+00:00,2026-03-23 12:00:00+00:00,4363.27,4382.49,0.458372,REVERSE_SIGNAL,3,3,-8.8099,1.4031,-10.213
202,LONG,2026-03-23 12:00:00+00:00,2026-03-26 06:00:00+00:00,4382.49,4439.33,0.456362,REVERSE_SIGNAL,2,3,25.9396,1.4091,24.5305
203,SHORT,2026-03-26 06:00:00+00:00,2026-03-27 15:00:00+00:00,4439.33,4507.56,0.450518,REVERSE_SIGNAL,3,3,-30.7389,1.4108,-32.1496
204,LONG,2026-03-27 15:00:00+00:00,2026-03-29 23:00:00+00:00,4507.56,4488.54,0.443699,REVERSE_SIGNAL,3,3,-8.4392,1.397,-9.8362
205,SHORT,2026-03-29 23:00:00+00:00,2026-03-30 04:00:00+00:00,4488.54,4503.04,0.445579,REVERSE_SIGNAL,2,3,-6.4609,1.4023,-7.8632
206,LONG,2026-03-30 04:00:00+00:00,2026-04-02 02:00:00+00:00,4503.04,4684.77,0.444144,REVERSE_SIGNAL,2,3,80.7144,1.4283,79.2861
207,SHORT,2026-04-02 02:00:00+00:00,2026-04-06 05:00:00+00:00,4684.77,4644.44,0.426915,REVERSE_SIGNAL,2,3,17.2175,1.394,15.8235
208,LONG,2026-04-06 05:00:00+00:00,2026-04-07 02:00:00+00:00,4644.44,4610.4,0.430622,REVERSE_SIGNAL,2,3,-14.6584,1.3949,-16.0533
209,SHORT,2026-04-07 02:00:00+00:00,2026-04-07 20:00:00+00:00,4610.4,4684.36,0.433802,REVERSE_SIGNAL,3,3,-32.084,1.4112,-33.4952
210,LONG,2026-04-07 20:00:00+00:00,2026-04-08 19:00:00+00:00,4684.36,4688.03,0.426953,REVERSE_SIGNAL,3,3,1.5669,1.4005,0.1664
211,SHORT,2026-04-08 19:00:00+00:00,2026-04-09 16:00:00+00:00,4688.03,4778.56,0.426618,REVERSE_SIGNAL,3,3,-38.6218,1.4135,-40.0353
212,LONG,2026-04-09 16:00:00+00:00,2026-04-12 02:00:00+00:00,4778.56,4714.85,0.418536,REVERSE_SIGNAL,3,3,-26.6649,1.3907,-28.0556
213,SHORT,2026-04-12 02:00:00+00:00,2026-04-13 02:00:00+00:00,4714.85,4699.76,0.424192,REVERSE_SIGNAL,3,3,6.4011,1.3978,5.0033
214,LONG,2026-04-13 02:00:00+00:00,2026-04-15 21:00:00+00:00,4699.76,4779.78,0.425554,REVERSE_SIGNAL,2,3,34.0528,1.4119,32.6409
215,SHORT,2026-04-15 21:00:00+00:00,2026-04-17 13:00:00+00:00,4779.78,4827.84,0.418429,REVERSE_SIGNAL,3,3,-20.1097,1.407,-21.5168
216,LONG,2026-04-17 13:00:00+00:00,2026-04-18 13:00:00+00:00,4827.84,4786.41,0.414264,REVERSE_SIGNAL,3,3,-17.163,1.394,-18.5569
217,SHORT,2026-04-18 13:00:00+00:00,2026-04-20 02:00:00+00:00,4786.41,4787.3,0.41785,REVERSE_SIGNAL,3,3,-0.3719,1.4001,-1.772
218,LONG,2026-04-20 02:00:00+00:00,2026-04-21 07:00:00+00:00,4787.3,4764.1,0.417772,REVERSE_SIGNAL,2,3,-9.6923,1.3966,-11.0889
219,SHORT,2026-04-21 07:00:00+00:00,2026-04-24 15:00:00+00:00,4764.1,4711.87,0.419806,REVERSE_SIGNAL,3,3,21.9265,1.3923,20.5342
220,LONG,2026-04-24 15:00:00+00:00,2026-04-26 23:00:00+00:00,4711.87,4674.57,0.42446,REVERSE_SIGNAL,3,3,-15.8324,1.3945,-17.2268
221,SHORT,2026-04-26 23:00:00+00:00,2026-04-27 03:00:00+00:00,4674.57,4705.0,0.427847,REVERSE_SIGNAL,3,3,-13.0194,1.4046,-14.4239
222,LONG,2026-04-27 03:00:00+00:00,2026-04-27 15:00:00+00:00,4705.0,4666.32,0.42508,REVERSE_SIGNAL,2,3,-16.4421,1.3942,-17.8363
223,SHORT,2026-04-27 15:00:00+00:00,2026-04-30 08:00:00+00:00,4666.32,4589.32,0.428603,REVERSE_SIGNAL,3,3,33.0025,1.3884,31.614
224,LONG,2026-04-30 08:00:00+00:00,2026-05-01 08:00:00+00:00,4589.32,4570.53,0.435794,REVERSE_SIGNAL,3,3,-8.1886,1.3971,-9.5857
225,SHORT,2026-05-01 08:00:00+00:00,2026-05-01 14:00:00+00:00,4570.53,4618.58,0.437586,REVERSE_SIGNAL,3,3,-21.026,1.4074,-22.4334
226,LONG,2026-05-01 14:00:00+00:00,2026-05-03 23:00:00+00:00,4618.58,4608.88,0.433034,REVERSE_SIGNAL,2,3,-4.2004,1.3985,-5.599
227,LONG,2026-05-05 14:00:00+00:00,2026-05-07 21:00:00+00:00,4568.9,4678.91,0.437742,REVERSE_SIGNAL,3,3,48.156,1.4169,46.7392
228,SHORT,2026-05-07 21:00:00+00:00,2026-05-09 22:00:00+00:00,4678.91,4713.29,0.42745,REVERSE_SIGNAL,3,3,-14.6957,1.4051,-16.1009
229,LONG,2026-05-09 22:00:00+00:00,2026-05-10 21:00:00+00:00,4713.29,4702.31,0.424332,REVERSE_SIGNAL,3,3,-4.6592,1.3984,-6.0575
230,SHORT,2026-05-10 21:00:00+00:00,2026-05-11 14:00:00+00:00,4702.31,4726.06,0.425323,REVERSE_SIGNAL,2,3,-10.1014,1.4035,-11.505
231,LONG,2026-05-11 14:00:00+00:00,2026-05-12 07:00:00+00:00,4726.06,4686.74,0.423185,REVERSE_SIGNAL,3,3,-16.6397,1.3942,-18.0338
232,SHORT,2026-05-12 07:00:00+00:00,2026-05-17 16:00:00+00:00,4686.74,4539.37,0.426736,REVERSE_SIGNAL,2,3,62.8881,1.378,61.5101
233,LONG,2026-05-17 16:00:00+00:00,2026-05-17 21:00:00+00:00,4539.37,4525.44,0.44059,REVERSE_SIGNAL,3,3,-6.1374,1.3979,-7.5353
234,SHORT,2026-05-17 21:00:00+00:00,2026-05-17 23:00:00+00:00,4525.44,4542.49,0.441946,REVERSE_SIGNAL,2,3,-7.5352,1.4026,-8.9378
235,LONG,2026-05-17 23:00:00+00:00,2026-05-18 01:00:00+00:00,4542.49,4511.21,0.440287,REVERSE_SIGNAL,3,3,-13.7722,1.3952,-15.1674
236,SHORT,2026-05-18 01:00:00+00:00,2026-05-18 13:00:00+00:00,4511.21,4567.93,0.44334,REVERSE_SIGNAL,3,3,-25.1462,1.4088,-26.555
237,LONG,2026-05-18 13:00:00+00:00,2026-05-19 14:00:00+00:00,4567.93,4505.38,0.437835,REVERSE_SIGNAL,3,3,-27.3866,1.3904,-28.777
238,SHORT,2026-05-19 14:00:00+00:00,2026-05-20 15:00:00+00:00,4505.38,4527.47,0.443914,REVERSE_SIGNAL,3,3,-9.8061,1.4034,-11.2095
239,LONG,2026-05-20 15:00:00+00:00,2026-05-21 13:00:00+00:00,4527.47,4499.98,0.441748,REVERSE_SIGNAL,3,3,-12.1436,1.3957,-13.5394
240,SHORT,2026-05-21 13:00:00+00:00,2026-05-23 21:00:00+00:00,4499.98,4524.47,0.444446,REVERSE_SIGNAL,3,3,-10.8845,1.4038,-12.2883
241,LONG,2026-05-23 21:00:00+00:00,2026-05-24 15:00:00+00:00,4524.47,4520.75,0.442041,REVERSE_SIGNAL,3,3,-1.6444,1.3994,-3.0438
242,SHORT,2026-05-24 15:00:00+00:00,2026-05-24 23:00:00+00:00,4520.75,4556.8,0.442404,REVERSE_SIGNAL,2,3,-15.9487,1.4056,-17.3543
243,LONG,2026-05-24 23:00:00+00:00,2026-05-26 02:00:00+00:00,4556.8,4528.01,0.438904,REVERSE_SIGNAL,2,3,-12.6361,1.3956,-14.0316
244,SHORT,2026-05-26 02:00:00+00:00,2026-05-28 15:00:00+00:00,4528.01,4463.29,0.441695,REVERSE_SIGNAL,3,3,28.5865,1.39,27.1965
245,LONG,2026-05-28 15:00:00+00:00,2026-06-01 02:00:00+00:00,4463.29,4517.33,0.4481,REVERSE_SIGNAL,3,3,24.2153,1.4085,22.8068
246,SHORT,2026-06-01 02:00:00+00:00,2026-06-02 05:00:00+00:00,4517.33,4509.45,0.442739,REVERSE_SIGNAL,2,3,3.4888,1.3988,2.09
247,LONG,2026-06-02 05:00:00+00:00,2026-06-02 18:00:00+00:00,4509.45,4482.09,0.443513,REVERSE_SIGNAL,3,3,-12.1345,1.3958,-13.5303
248,SHORT,2026-06-02 18:00:00+00:00,2026-06-04 12:00:00+00:00,4482.09,4503.33,0.44622,REVERSE_SIGNAL,2,3,-9.4777,1.4033,-10.881
249,LONG,2026-06-04 12:00:00+00:00,2026-06-05 02:00:00+00:00,4503.33,4440.26,0.444116,REVERSE_SIGNAL,3,3,-28.0104,1.3902,-29.4006
250,SHORT,2026-06-05 02:00:00+00:00,2026-06-07 07:00:00+00:00,4440.26,4310.9,0.450424,REVERSE_SIGNAL,3,3,58.2669,1.3796,56.8873
251,LONG,2026-06-07 07:00:00+00:00,2026-06-08 03:00:00+00:00,4310.9,4303.51,0.46394,REVERSE_SIGNAL,3,3,-3.4285,1.3988,-4.8273
252,SHORT,2026-06-08 03:00:00+00:00,2026-06-09 06:00:00+00:00,4303.51,4334.85,0.464737,REVERSE_SIGNAL,2,3,-14.5649,1.4051,-15.97
253,LONG,2026-06-09 06:00:00+00:00,2026-06-09 16:00:00+00:00,4334.85,4266.53,0.461377,REVERSE_SIGNAL,3,3,-31.5213,1.389,-32.9102
254,SHORT,2026-06-09 16:00:00+00:00,2026-06-11 18:00:00+00:00,4266.53,4147.53,0.468765,REVERSE_SIGNAL,3,3,55.783,1.3805,54.4026
255,LONG,2026-06-11 18:00:00+00:00,2026-06-15 21:00:00+00:00,4147.53,4300.77,0.482215,REVERSE_SIGNAL,3,3,73.8946,1.4259,72.4687
256,SHORT,2026-06-15 21:00:00+00:00,2026-06-16 13:00:00+00:00,4300.77,4344.67,0.465033,REVERSE_SIGNAL,2,3,-20.4149,1.4071,-21.8221
257,LONG,2026-06-16 13:00:00+00:00,2026-06-17 19:00:00+00:00,4344.67,4279.69,0.460334,REVERSE_SIGNAL,3,3,-29.9125,1.3895,-31.302
258,SHORT,2026-06-17 19:00:00+00:00,2026-06-22 01:00:00+00:00,4279.69,4195.35,0.467324,REVERSE_SIGNAL,3,3,39.4141,1.3862,38.0279
259,LONG,2026-06-22 01:00:00+00:00,2026-06-23 02:00:00+00:00,4195.35,4156.3,0.476718,REVERSE_SIGNAL,3,3,-18.6158,1.3935,-20.0093
260,SHORT,2026-06-23 02:00:00+00:00,2026-06-26 10:00:00+00:00,4156.3,4043.1,0.481197,REVERSE_SIGNAL,3,3,54.4715,1.3809,53.0906
261,LONG,2026-06-26 10:00:00+00:00,2026-06-28 23:00:00+00:00,4043.1,4059.68,0.49467,REVERSE_SIGNAL,3,3,8.2016,1.4029,6.7988
262,SHORT,2026-06-28 23:00:00+00:00,2026-06-30 07:00:00+00:00,4059.68,4027.2,0.49265,REVERSE_SIGNAL,3,3,16.0013,1.3944,14.6069
263,LONG,2026-06-30 07:00:00+00:00,2026-06-30 23:00:00+00:00,4027.2,4002.11,0.496623,END,2,3,-12.4603,1.3956,-13.8559
