trade_no,symbol,entry_time,exit_time,side,exit_reason,entry_price,exit_price,quantity,pnl_usd,fee_usd,net_pnl,result,balance_after
195,BTCUSDT,2024-05-16 06:10:00+00:00,2024-05-16 14:55:00+00:00,SHORT,TP,65690.7,65625.0093,0.761143,50.0,35.0,15.0,WIN,-7275.0
196,BTCUSDT,2024-05-16 15:05:00+00:00,2024-05-16 15:05:00+00:00,SHORT,TP,65594.9,65529.3051,0.762254,50.0,35.0,15.0,WIN,-7260.0
197,BTCUSDT,2024-05-18 06:45:00+00:00,2024-05-18 14:40:00+00:00,SHORT,TP,66772.0,66705.228,0.748817,50.0,35.0,15.0,WIN,-7245.0
198,BTCUSDT,2024-05-18 21:20:00+00:00,2024-05-18 23:40:00+00:00,LONG,TP,66939.1,67006.0391,0.746948,50.0,35.0,15.0,WIN,-7230.0
199,BTCUSDT,2024-05-19 12:40:00+00:00,2024-05-19 12:50:00+00:00,SHORT,TP,66903.3,66836.3967,0.747347,50.0,35.0,15.0,WIN,-7215.0
200,BTCUSDT,2024-05-20 02:15:00+00:00,2024-05-20 02:15:00+00:00,LONG,TP,66565.0,66631.565,0.751145,50.0,35.0,15.0,WIN,-7200.0
201,BTCUSDT,2024-05-21 12:35:00+00:00,2024-05-21 12:55:00+00:00,LONG,TP,71364.7,71436.0647,0.700627,50.0,35.0,15.0,WIN,-7185.0
202,BTCUSDT,2024-05-21 14:00:00+00:00,2024-05-21 14:25:00+00:00,SHORT,TP,70622.9,70552.2771,0.707986,50.0,35.0,15.0,WIN,-7170.0
203,BTCUSDT,2024-05-22 00:20:00+00:00,2024-05-22 00:20:00+00:00,LONG,TP,70167.2,70237.3672,0.712584,50.0,35.0,15.0,WIN,-7155.0
204,BTCUSDT,2024-05-22 18:05:00+00:00,2024-05-22 18:05:00+00:00,SHORT,TP,69752.2,69682.4478,0.716823,50.0,35.0,15.0,WIN,-7140.0
205,BTCUSDT,2024-05-23 13:20:00+00:00,2024-05-23 13:35:00+00:00,SHORT,TP,69228.7,69159.4713,0.722244,50.0,35.0,15.0,WIN,-7125.0
206,BTCUSDT,2024-05-24 12:55:00+00:00,2024-05-24 13:00:00+00:00,LONG,TP,67535.5,67603.0355,0.740351,50.0,35.0,15.0,WIN,-7110.0
207,BTCUSDT,2024-05-25 08:10:00+00:00,2024-05-25 08:15:00+00:00,LONG,TP,68814.9,68883.7149,0.726587,50.0,35.0,15.0,WIN,-7095.0
208,BTCUSDT,2024-05-25 23:10:00+00:00,2024-05-26 07:30:00+00:00,LONG,TP,69349.7,69419.0497,0.720984,50.0,35.0,15.0,WIN,-7080.0
209,BTCUSDT,2024-05-26 08:20:00+00:00,2024-05-27 14:50:00+00:00,LONG,TP,69415.3,69484.7153,0.720302,50.0,35.0,15.0,WIN,-7065.0
210,BTCUSDT,2024-05-28 10:35:00+00:00,2024-05-28 11:10:00+00:00,LONG,TP,68593.2,68661.7932,0.728935,50.0,35.0,15.0,WIN,-7050.0
211,BTCUSDT,2024-05-28 16:45:00+00:00,2024-05-28 16:45:00+00:00,SHORT,TP,67830.0,67762.17,0.737137,50.0,35.0,15.0,WIN,-7035.0
212,BTCUSDT,2024-05-28 20:25:00+00:00,2024-05-28 21:20:00+00:00,LONG,TP,68453.9,68522.3539,0.730419,50.0,35.0,15.0,WIN,-7020.0
213,BTCUSDT,2024-05-29 07:45:00+00:00,2024-05-29 07:45:00+00:00,SHORT,TP,68247.9,68179.6521,0.732623,50.0,35.0,15.0,WIN,-7005.0
214,BTCUSDT,2024-05-29 22:40:00+00:00,2024-05-30 00:15:00+00:00,LONG,TP,67775.6,67843.3756,0.737729,50.0,35.0,15.0,WIN,-6990.0
215,BTCUSDT,2024-05-30 08:15:00+00:00,2024-05-31 16:00:00+00:00,SHORT,TP,67232.0,67164.768,0.743693,50.0,35.0,15.0,WIN,-6975.0
216,BTCUSDT,2024-06-01 17:25:00+00:00,2024-06-01 17:45:00+00:00,SHORT,TP,67704.8,67637.0952,0.7385,50.0,35.0,15.0,WIN,-6960.0
217,BTCUSDT,2024-06-01 23:15:00+00:00,2024-06-02 00:50:00+00:00,LONG,TP,67812.9,67880.7129,0.737323,50.0,35.0,15.0,WIN,-6945.0
218,BTCUSDT,2024-06-02 07:40:00+00:00,2024-06-02 09:20:00+00:00,SHORT,TP,67755.3,67687.5447,0.73795,50.0,35.0,15.0,WIN,-6930.0
219,BTCUSDT,2024-06-02 12:00:00+00:00,2024-06-02 14:25:00+00:00,LONG,TP,68284.0,68352.284,0.732236,50.0,35.0,15.0,WIN,-6915.0
220,BTCUSDT,2024-06-02 19:00:00+00:00,2024-06-02 19:15:00+00:00,SHORT,TP,67751.2,67683.4488,0.737994,50.0,35.0,15.0,WIN,-6900.0
221,BTCUSDT,2024-06-03 01:15:00+00:00,2024-06-03 01:15:00+00:00,LONG,TP,68183.9,68252.0839,0.733311,50.0,35.0,15.0,WIN,-6885.0
222,BTCUSDT,2024-06-03 19:35:00+00:00,2024-06-03 21:20:00+00:00,SHORT,TP,69114.4,69045.2856,0.723438,50.0,35.0,15.0,WIN,-6870.0
223,BTCUSDT,2024-06-04 04:35:00+00:00,2024-06-04 13:20:00+00:00,LONG,TP,69309.2,69378.5092,0.721405,50.0,35.0,15.0,WIN,-6855.0
224,BTCUSDT,2024-06-05 00:45:00+00:00,2024-06-05 00:50:00+00:00,LONG,TP,70771.6,70842.3716,0.706498,50.0,35.0,15.0,WIN,-6840.0
225,BTCUSDT,2024-06-05 15:40:00+00:00,2024-06-05 15:40:00+00:00,LONG,TP,71700.0,71771.7,0.69735,50.0,35.0,15.0,WIN,-6825.0
226,BTCUSDT,2024-06-06 05:25:00+00:00,2024-06-06 17:00:00+00:00,SHORT,TP,70920.1,70849.1799,0.705019,50.0,35.0,15.0,WIN,-6810.0
227,BTCUSDT,2024-06-06 19:10:00+00:00,2024-06-06 19:20:00+00:00,SHORT,TP,70984.8,70913.8152,0.704376,50.0,35.0,15.0,WIN,-6795.0
228,BTCUSDT,2024-06-07 12:50:00+00:00,2024-06-07 16:55:00+00:00,SHORT,TP,70910.8,70839.8892,0.705111,50.0,35.0,15.0,WIN,-6780.0
229,BTCUSDT,2024-06-08 05:50:00+00:00,2024-06-08 13:25:00+00:00,SHORT,TP,69329.9,69260.5701,0.72119,50.0,35.0,15.0,WIN,-6765.0
230,BTCUSDT,2024-06-08 13:30:00+00:00,2024-06-08 13:30:00+00:00,SHORT,TP,69278.4,69209.1216,0.721726,50.0,35.0,15.0,WIN,-6750.0
231,BTCUSDT,2024-06-08 19:05:00+00:00,2024-06-09 12:45:00+00:00,LONG,TP,69517.5,69587.0175,0.719243,50.0,35.0,15.0,WIN,-6735.0
232,BTCUSDT,2024-06-10 00:20:00+00:00,2024-06-10 00:45:00+00:00,SHORT,TP,69557.3,69487.7427,0.718832,50.0,35.0,15.0,WIN,-6720.0
233,BTCUSDT,2024-06-10 03:30:00+00:00,2024-06-10 15:15:00+00:00,LONG,TP,69768.4,69838.1684,0.716657,50.0,35.0,15.0,WIN,-6705.0
234,BTCUSDT,2024-06-10 22:10:00+00:00,2024-06-10 22:40:00+00:00,SHORT,TP,69546.2,69476.6538,0.718947,50.0,35.0,15.0,WIN,-6690.0
235,BTCUSDT,2024-06-11 18:45:00+00:00,2024-06-11 19:05:00+00:00,LONG,TP,67199.1,67266.2991,0.744058,50.0,35.0,15.0,WIN,-6675.0
236,BTCUSDT,2024-06-12 19:50:00+00:00,2024-06-12 19:50:00+00:00,SHORT,TP,67497.4,67429.9026,0.740769,50.0,35.0,15.0,WIN,-6660.0
237,BTCUSDT,2024-06-13 10:55:00+00:00,2024-06-13 10:55:00+00:00,LONG,TP,67836.5,67904.3365,0.737066,50.0,35.0,15.0,WIN,-6645.0
238,BTCUSDT,2024-06-13 15:15:00+00:00,2024-06-13 15:15:00+00:00,SHORT,TP,67301.2,67233.8988,0.742929,50.0,35.0,15.0,WIN,-6630.0
239,BTCUSDT,2024-06-14 01:35:00+00:00,2024-06-14 15:50:00+00:00,SHORT,TP,66512.8,66446.2872,0.751735,50.0,35.0,15.0,WIN,-6615.0
240,BTCUSDT,2024-06-14 23:35:00+00:00,2024-06-15 00:15:00+00:00,LONG,TP,66029.0,66095.029,0.757243,50.0,35.0,15.0,WIN,-6600.0
241,BTCUSDT,2024-06-15 08:00:00+00:00,2024-06-15 20:15:00+00:00,SHORT,TP,66082.5,66016.4175,0.75663,50.0,35.0,15.0,WIN,-6585.0
242,BTCUSDT,2024-06-16 22:10:00+00:00,2024-06-17 18:10:00+00:00,LONG,TP,66929.2,66996.1292,0.747058,50.0,35.0,15.0,WIN,-6570.0
243,BTCUSDT,2024-06-18 00:55:00+00:00,2024-06-18 01:20:00+00:00,SHORT,TP,65592.9,65527.3071,0.762278,50.0,35.0,15.0,WIN,-6555.0
244,BTCUSDT,2024-06-18 08:45:00+00:00,2024-06-20 07:15:00+00:00,LONG,TP,65702.0,65767.702,0.761012,50.0,35.0,15.0,WIN,-6540.0
245,BTCUSDT,2024-06-20 13:40:00+00:00,2024-06-20 13:50:00+00:00,SHORT,TP,65315.3,65249.9847,0.765517,50.0,35.0,15.0,WIN,-6525.0
246,BTCUSDT,2024-06-20 21:25:00+00:00,2024-06-20 21:30:00+00:00,LONG,TP,65096.0,65161.096,0.768096,50.0,35.0,15.0,WIN,-6510.0
247,BTCUSDT,2024-06-21 01:15:00+00:00,2024-06-21 03:55:00+00:00,SHORT,TP,64656.7,64592.0433,0.773315,50.0,35.0,15.0,WIN,-6495.0
248,BTCUSDT,2024-06-21 18:55:00+00:00,2024-06-21 18:55:00+00:00,LONG,TP,64077.9,64141.9779,0.7803,50.0,35.0,15.0,WIN,-6480.0
249,BTCUSDT,2024-06-23 00:35:00+00:00,2024-06-23 00:45:00+00:00,LONG,TP,64412.8,64477.2128,0.776243,50.0,35.0,15.0,WIN,-6465.0
250,BTCUSDT,2024-06-26 14:10:00+00:00,2024-06-26 14:10:00+00:00,LONG,TP,61863.9,61925.7639,0.808226,50.0,35.0,15.0,WIN,-6450.0
251,BTCUSDT,2024-06-26 17:10:00+00:00,2024-06-26 19:00:00+00:00,SHORT,TP,60875.4,60814.5246,0.82135,50.0,35.0,15.0,WIN,-6435.0
252,BTCUSDT,2024-06-27 06:20:00+00:00,2024-06-27 06:45:00+00:00,SHORT,TP,60684.9,60624.2151,0.823928,50.0,35.0,15.0,WIN,-6420.0
253,BTCUSDT,2024-06-27 09:55:00+00:00,2024-06-27 09:55:00+00:00,LONG,TP,61240.4,61301.6404,0.816454,50.0,35.0,15.0,WIN,-6405.0
